rid	hid	duration	itime	otime	jtid	jtname
1000005654	22912	431	2018-03-12 07:42:33	2018-03-12 07:49:44	1	Nursing
1000005654	22912	291	2018-03-12 07:52:59	2018-03-12 07:57:50	1	Nursing
1000005654	22912	451	2018-03-12 08:25:48	2018-03-12 08:33:19	1	Nursing
1000005654	22912	585	2018-03-12 08:34:16	2018-03-12 08:44:01	1	Nursing
1000005654	22912	139	2018-03-12 08:44:36	2018-03-12 08:46:55	1	Nursing
1000005654	22912	354	2018-03-12 09:36:48	2018-03-12 09:42:42	1	Nursing
1000005654	22912	107	2018-03-12 10:19:19	2018-03-12 10:21:06	1	Nursing
1000005654	22912	236	2018-03-12 10:44:12	2018-03-12 10:48:08	1	Nursing
1000005654	22912	93	2018-03-12 11:35:59	2018-03-12 11:37:32	1	Nursing
1000005654	22912	203	2018-03-12 11:43:23	2018-03-12 11:46:46	1	Nursing
1000005654	22912	131	2018-03-12 11:47:34	2018-03-12 11:49:45	1	Nursing
1000005654	22912	96	2018-03-12 12:18:45	2018-03-12 12:20:21	1	Nursing
1000005654	22912	902	2018-03-12 12:35:49	2018-03-12 12:50:51	1	Nursing
1000005654	22912	96	2018-03-12 14:25:17	2018-03-12 14:26:53	1	Nursing
1000005654	22912	70	2018-03-12 16:01:57	2018-03-12 16:03:07	1	Nursing
1000005654	22912	473	2018-03-12 16:35:10	2018-03-12 16:43:03	1	Nursing
1000005654	22912	280	2018-03-12 16:51:00	2018-03-12 16:55:40	1	Nursing
1000005654	22912	138	2018-03-12 17:04:02	2018-03-12 17:06:20	1	Nursing
1000005654	22912	492	2018-03-12 17:45:09	2018-03-12 17:53:21	1	Nursing
1000005654	22912	1494	2018-03-12 17:56:38	2018-03-12 18:21:32	1	Nursing
1000005655	22827	143	2018-03-12 16:04:26	2018-03-12 16:06:49	8	Case Manager
1000005656	22940	407	2018-03-12 14:17:06	2018-03-12 14:23:53	3	Respiratory Therapy
1000005656	22940	327	2018-03-12 17:24:41	2018-03-12 17:30:08	3	Respiratory Therapy
1000005656	23862	176	2018-03-12 10:06:13	2018-03-12 10:09:09	2	Physical Therapy
1000005656	23862	414	2018-03-12 10:09:44	2018-03-12 10:16:38	2	Physical Therapy
1000005656	23862	147	2018-03-12 10:24:52	2018-03-12 10:27:19	2	Physical Therapy
1000005657	22827	112	2018-03-12 08:43:25	2018-03-12 08:45:17	8	Case Manager
1000005657	22843	338	2018-03-12 09:56:32	2018-03-12 10:02:10	12	Administration
1000005657	22843	461	2018-03-12 10:03:31	2018-03-12 10:11:12	12	Administration
1000005657	22843	187	2018-03-12 10:12:25	2018-03-12 10:15:32	12	Administration
1000005657	22843	381	2018-03-12 10:16:51	2018-03-12 10:23:12	12	Administration
1000005657	22858	63	2018-03-12 09:58:29	2018-03-12 09:59:32	10	Housekeeping
1000005657	23039	388	2018-03-12 14:56:41	2018-03-12 15:03:09	17	Clerical
1000005657	23875	180	2018-03-12 14:56:28	2018-03-12 14:59:28	17	Clerical
1000005658	22832	86	2018-03-12 08:22:25	2018-03-12 08:23:51	8	Case Manager
1000005659	22827	257	2018-03-12 08:35:00	2018-03-12 08:39:17	8	Case Manager
1000005659	22912	65	2018-03-12 15:31:22	2018-03-12 15:32:27	1	Nursing
1000005659	22922	60	2018-03-12 18:47:12	2018-03-12 18:48:12	1	Nursing
1000005659	22941	69	2018-03-12 13:59:41	2018-03-12 14:00:50	7	Nursing Assistant
1000005659	22941	1334	2018-03-12 14:04:08	2018-03-12 14:26:22	7	Nursing Assistant
1000005659	22941	229	2018-03-12 14:29:03	2018-03-12 14:32:52	7	Nursing Assistant
1000005660	22832	242	2018-03-12 08:24:51	2018-03-12 08:28:53	8	Case Manager
1000005660	22941	894	2018-03-12 13:43:49	2018-03-12 13:58:43	7	Nursing Assistant
