hid,jtid,rid,duration,itime,otime
16,3,8,725.9290250670413,2020-01-02 08:01:02,2020-01-02 08:13:07.929025
33,7,6,108.46562925816784,2020-01-02 08:01:10,2020-01-02 08:02:58.465629
51,33,0,125.77876350013813,2020-01-02 08:01:37,2020-01-02 08:03:42.778764
50,30,6,1052.1139123584212,2020-01-02 08:02:01,2020-01-02 08:19:33.113912
30,6,1,177.67394080437882,2020-01-02 08:02:11,2020-01-02 08:05:08.673941
4,1,2,582.6069309852047,2020-01-02 08:05:20.217733,2020-01-02 08:15:02.824664
22,5,1,1068.648605550852,2020-01-02 08:05:56.898927,2020-01-02 08:23:45.547533
16,3,5,536.2268564857478,2020-01-02 08:10:47.438677,2020-01-02 08:19:43.665533
39,10,0,1011.8909547995278,2020-01-02 08:13:26.007837,2020-01-02 08:30:17.898792
12,1,5,861.4678809832475,2020-01-02 08:14:24.964942,2020-01-02 08:28:46.432823
13,1,2,279.62851571402456,2020-01-02 08:15:05.853161,2020-01-02 08:19:45.481677
3,1,6,116.59293439087493,2020-01-02 08:15:38.595940,2020-01-02 08:17:35.188874
37,10,8,461.71044667620845,2020-01-02 08:17:50.628098,2020-01-02 08:25:32.338545
15,2,8,191.85518488817075,2020-01-02 08:20:41.406561,2020-01-02 08:23:53.261746
16,3,5,428.5280874953038,2020-01-02 08:21:18.877354,2020-01-02 08:28:27.405441
50,30,6,90.00748212789425,2020-01-02 08:22:09.939303,2020-01-02 08:23:39.946785
7,1,1,560.4270936366992,2020-01-02 08:23:51.768298,2020-01-02 08:33:12.195392
33,7,4,644.3891554375465,2020-01-02 08:24:41.572608,2020-01-02 08:35:25.961763
34,8,6,223.738492788289,2020-01-02 08:25:49.944605,2020-01-02 08:29:33.683098
27,6,2,579.5343995236342,2020-01-02 08:26:09.467538,2020-01-02 08:35:49.001938
12,1,7,93.40824667617392,2020-01-02 08:26:22.929884,2020-01-02 08:27:56.338131
30,6,8,379.65525662077107,2020-01-02 08:26:32.335401,2020-01-02 08:32:51.990658
51,33,0,368.92157724615805,2020-01-02 08:27:49.649830,2020-01-02 08:33:58.571407
13,1,2,96.69270862519858,2020-01-02 08:30:24.706322,2020-01-02 08:32:01.399031
3,1,8,553.9555130586673,2020-01-02 08:31:10.191880,2020-01-02 08:40:24.147393
28,6,5,272.848045012985,2020-01-02 09:00:18,2020-01-02 09:04:50.848045
49,26,8,1014.3202512174613,2020-01-02 09:00:22,2020-01-02 09:17:16.320251
14,2,1,1424.2094752786586,2020-01-02 09:00:30,2020-01-02 09:24:14.209475
15,2,8,192.71312674296033,2020-01-02 09:00:44,2020-01-02 09:03:56.713127
50,30,0,155.31406426520866,2020-01-02 09:00:44,2020-01-02 09:03:19.314064
17,3,3,558.3728792072204,2020-01-02 09:00:47,2020-01-02 09:10:05.372879
51,33,0,755.4783249146783,2020-01-02 09:00:52,2020-01-02 09:13:27.478325
24,6,6,95.79379831461125,2020-01-02 09:00:54,2020-01-02 09:02:29.793798
50,30,8,738.2428656213793,2020-01-02 09:11:20.585289,2020-01-02 09:23:38.828155
14,2,1,412.1429247804501,2020-01-02 09:15:09.823800,2020-01-02 09:22:01.966725
51,33,0,510.6672335491549,2020-01-02 09:20:44.927221,2020-01-02 09:29:15.594455
49,26,1,286.454129720156,2020-01-02 09:20:45.612810,2020-01-02 09:25:32.066940
24,6,1,1039.5723086286512,2020-01-02 09:21:12.316947,2020-01-02 09:38:31.889256
50,30,7,125.21781507733405,2020-01-02 09:21:50.170578,2020-01-02 09:23:55.388393
15,2,8,983.286122928608,2020-01-02 09:22:07.000375,2020-01-02 09:38:30.286498
28,6,6,555.1426838302555,2020-01-02 09:23:09.004636,2020-01-02 09:32:24.147320
17,3,4,171.337487255334,2020-01-02 09:25:14.144817,2020-01-02 09:28:05.482304
50,30,7,74.88409761996886,2020-01-02 09:31:21.755867,2020-01-02 09:32:36.639965
1,1,2,810.9631470210284,2020-01-02 10:00:06,2020-01-02 10:13:36.963147
10,1,8,94.67877937474975,2020-01-02 10:00:17,2020-01-02 10:01:51.678779
8,1,2,238.03345544099565,2020-01-02 10:00:31,2020-01-02 10:04:29.033455
2,1,1,605.4907355915317,2020-01-02 10:00:42,2020-01-02 10:10:47.490736
39,10,0,360.41967723288496,2020-01-02 10:01:00,2020-01-02 10:07:00.419677
18,3,6,761.0327717414131,2020-01-02 10:01:03,2020-01-02 10:13:44.032772
19,3,8,101.39519178381886,2020-01-02 10:01:15,2020-01-02 10:02:56.395192
38,10,0,1568.4853180634968,2020-01-02 10:01:32,2020-01-02 10:27:40.485318
12,1,7,237.86048537144774,2020-01-02 10:01:34,2020-01-02 10:05:31.860485
33,7,6,954.2110911897993,2020-01-02 10:01:52,2020-01-02 10:17:46.211091
4,1,4,277.38635382798884,2020-01-02 10:02:26,2020-01-02 10:07:03.386354
10,1,8,872.0964962695479,2020-01-02 10:11:39.927502,2020-01-02 10:26:12.023998
8,1,2,198.28677104918947,2020-01-02 10:15:06.255254,2020-01-02 10:18:24.542025
38,10,0,139.36777190107105,2020-01-02 10:16:32.073455,2020-01-02 10:18:51.441227
2,1,6,688.374790878264,2020-01-02 10:20:04.067237,2020-01-02 10:31:32.442028
33,7,4,302.4092360586508,2020-01-02 10:21:27.689836,2020-01-02 10:26:30.099072
1,1,2,141.54948767582374,2020-01-02 10:22:21.743683,2020-01-02 10:24:43.293171
10,1,8,611.4422185249553,2020-01-02 10:22:46.855004,2020-01-02 10:32:58.297223
18,3,6,75.29537133582934,2020-01-02 10:24:40.835928,2020-01-02 10:25:56.131299
39,10,4,440.3178927222948,2020-01-02 10:25:19.631215,2020-01-02 10:32:39.949108
4,1,4,169.45845118849346,2020-01-02 10:26:34.577597,2020-01-02 10:29:24.036048
12,1,1,119.14195878704885,2020-01-02 10:27:53.498778,2020-01-02 10:29:52.640737
19,3,8,260.0234570443214,2020-01-02 10:29:13.290676,2020-01-02 10:33:33.314133
8,1,2,453.91401103919077,2020-01-02 10:31:13.510508,2020-01-02 10:38:47.424519
37,10,8,731.7022891164529,2020-01-02 11:00:10,2020-01-02 11:12:21.702289
2,1,5,589.9091955142183,2020-01-02 11:00:21,2020-01-02 11:10:10.909196
39,10,0,818.1019685394726,2020-01-02 11:00:26,2020-01-02 11:14:04.101969
8,1,2,662.0785091982293,2020-01-02 11:00:30,2020-01-02 11:11:32.078509
19,3,8,554.9443577547933,2020-01-02 11:00:38,2020-01-02 11:09:52.944358
25,6,4,593.2759663554966,2020-01-02 11:00:58,2020-01-02 11:10:51.275966
23,6,1,791.6589579356803,2020-01-02 11:01:22,2020-01-02 11:14:33.658958
50,30,6,1523.721044675316,2020-01-02 11:01:26,2020-01-02 11:26:49.721045
12,1,5,703.881675831547,2020-01-02 11:01:28,2020-01-02 11:13:11.881676
3,1,8,1114.1670498083934,2020-01-02 11:01:54,2020-01-02 11:20:28.167050
51,33,0,526.2660880735299,2020-01-02 11:01:59,2020-01-02 11:10:45.266088
1,1,2,117.3513010997258,2020-01-02 11:02:16,2020-01-02 11:04:13.351301
13,1,2,233.8481624007491,2020-01-02 11:02:18,2020-01-02 11:06:11.848162
38,10,0,98.93981332382361,2020-01-02 11:02:24,2020-01-02 11:04:02.939813
37,10,1,228.04375510558773,2020-01-02 11:08:01.517631,2020-01-02 11:11:49.561386
39,10,1,817.7760117198436,2020-01-02 11:08:14.157419,2020-01-02 11:21:51.933431
2,1,5,72.46409892309984,2020-01-02 11:12:24.935858,2020-01-02 11:13:37.399957
19,3,8,528.7544612862198,2020-01-02 11:12:41.990054,2020-01-02 11:21:30.744515
37,10,1,1237.701062624102,2020-01-02 11:15:38.035262,2020-01-02 11:36:15.736325
39,10,4,577.6497625988311,2020-01-02 11:15:50.314838,2020-01-02 11:25:27.964601
50,30,7,126.47641197995114,2020-01-02 11:16:21.901272,2020-01-02 11:18:28.377684
23,6,1,933.1405459935283,2020-01-02 11:16:28.600248,2020-01-02 11:32:01.740794
8,1,2,586.550027612749,2020-01-02 11:20:11.685732,2020-01-02 11:29:58.235760
3,1,6,91.57513009494323,2020-01-02 11:20:38.128910,2020-01-02 11:22:09.704040
12,1,5,383.4958391050363,2020-01-02 11:21:22.311243,2020-01-02 11:27:45.807082
19,3,8,428.3310201942864,2020-01-02 11:23:29.980108,2020-01-02 11:30:38.311128
2,1,5,807.8191312177829,2020-01-02 11:24:39.871716,2020-01-02 11:38:07.690847
25,6,4,202.15192429376506,2020-01-02 11:24:47.286055,2020-01-02 11:28:09.437979
51,33,0,124.86074826736396,2020-01-02 11:25:10.436582,2020-01-02 11:27:15.297330
1,1,1,199.24406961476095,2020-01-02 11:27:51.702315,2020-01-02 11:31:10.946385
13,1,2,237.49399987137338,2020-01-02 11:28:08.328919,2020-01-02 11:32:05.822919
38,10,0,107.00390835690226,2020-01-02 11:28:37.028139,2020-01-02 11:30:24.032047
6,1,0,1477.0050336932272,2020-01-02 12:00:04,2020-01-02 12:24:41.005034
42,20,7,92.23788745528812,2020-01-02 12:00:17,2020-01-02 12:01:49.237887
28,6,7,528.4433322994189,2020-01-02 12:00:22,2020-01-02 12:09:10.443332
17,3,4,222.58519923845023,2020-01-02 12:00:25,2020-01-02 12:04:07.585199
50,30,6,106.79829001694607,2020-01-02 12:00:30,2020-01-02 12:02:16.798290
18,3,6,148.84754142127267,2020-01-02 12:00:34,2020-01-02 12:03:02.847541
12,1,7,596.0225690849344,2020-01-02 12:00:37,2020-01-02 12:10:33.022569
11,1,3,806.0343116101193,2020-01-02 12:00:43,2020-01-02 12:14:09.034312
31,6,0,154.0427712965204,2020-01-02 12:00:48,2020-01-02 12:03:22.042771
8,1,2,94.52436455140547,2020-01-02 12:00:59,2020-01-02 12:02:33.524365
2,1,1,169.64133061787942,2020-01-02 12:01:00,2020-01-02 12:03:49.641331
9,1,0,1175.3675013224154,2020-01-02 12:01:08,2020-01-02 12:20:43.367501
33,7,1,460.0145464308486,2020-01-02 12:01:16,2020-01-02 12:08:56.014546
0,1,6,169.61118302461128,2020-01-02 12:01:28,2020-01-02 12:04:17.611183
37,10,8,700.794937412285,2020-01-02 12:01:35,2020-01-02 12:13:15.794937
51,33,0,83.19577676054197,2020-01-02 12:01:57,2020-01-02 12:03:20.195777
6,1,2,458.36540233333255,2020-01-02 12:02:38.958747,2020-01-02 12:10:17.324149
6,1,0,1205.7533225449515,2020-01-02 12:05:14.917494,2020-01-02 12:25:20.670817
42,20,6,96.51926058044351,2020-01-02 12:10:52.691748,2020-01-02 12:12:29.211009
8,1,2,1008.7814664528047,2020-01-02 12:12:06.865173,2020-01-02 12:28:55.646639
2,1,5,584.5784340732802,2020-01-02 12:12:32.220623,2020-01-02 12:22:16.799057
12,1,7,596.6693975314703,2020-01-02 12:13:03.734220,2020-01-02 12:23:00.403618
28,6,6,89.53293203737745,2020-01-02 12:14:12.518618,2020-01-02 12:15:42.051550
0,1,6,276.0565465190753,2020-01-02 12:14:57.861910,2020-01-02 12:19:33.918457
9,1,0,576.1752039487901,2020-01-02 12:16:12.228647,2020-01-02 12:25:48.403851
31,6,0,328.51415039951445,2020-01-02 12:17:07.802241,2020-01-02 12:22:36.316391
17,3,6,77.11214604388343,2020-01-02 12:18:04.054142,2020-01-02 12:19:21.166288
11,1,2,681.4591309013297,2020-01-02 12:18:20.253279,2020-01-02 12:29:41.712410
37,10,1,577.3933654916113,2020-01-02 12:19:46.905849,2020-01-02 12:29:24.299214
33,7,4,671.7002767826165,2020-01-02 12:20:50.142588,2020-01-02 12:32:01.842865
42,20,0,165.9712002684644,2020-01-02 12:21:23.383496,2020-01-02 12:24:09.354696
8,1,2,475.09864982317646,2020-01-02 12:22:52.730346,2020-01-02 12:30:47.828996
2,1,6,715.1183658928045,2020-01-02 12:23:49.441246,2020-01-02 12:35:44.559612
12,1,5,236.10537361742692,2020-01-02 12:24:20.468440,2020-01-02 12:28:16.573814
51,33,0,435.8848249177088,2020-01-02 12:26:15.459699,2020-01-02 12:33:31.344524
28,6,6,610.4678827864525,2020-01-02 12:26:51.037236,2020-01-02 12:37:01.505119
50,30,4,371.0410791506278,2020-01-02 12:27:51.080315,2020-01-02 12:34:02.121394
18,3,6,98.04304133307748,2020-01-02 12:27:56.554709,2020-01-02 12:29:34.597750
0,1,8,460.7465408528725,2020-01-02 12:30:18.723820,2020-01-02 12:37:59.470361
42,20,1,710.5046578587853,2020-01-02 12:32:09.075244,2020-01-02 12:43:59.579902
31,6,0,94.03635490563777,2020-01-02 12:34:15.604482,2020-01-02 12:35:49.640837
17,3,8,63.140229769694336,2020-01-02 12:37:27.108284,2020-01-02 12:38:30.248514
14,2,1,126.74487478844551,2020-01-02 13:00:02,2020-01-02 13:02:08.744875
18,3,6,530.5006390165538,2020-01-02 13:00:04,2020-01-02 13:08:54.500639
15,2,8,638.289858745321,2020-01-02 13:00:10,2020-01-02 13:10:48.289859
38,10,0,1164.5525936567913,2020-01-02 13:00:21,2020-01-02 13:19:45.552594
17,3,5,148.43910922452235,2020-01-02 13:00:25,2020-01-02 13:02:53.439109
46,20,8,267.13770369990056,2020-01-02 13:00:27,2020-01-02 13:04:54.137704
41,20,6,426.5356618951337,2020-01-02 13:00:39,2020-01-02 13:07:45.535662
13,1,2,665.0403826009799,2020-01-02 13:01:00,2020-01-02 13:12:05.040383
0,1,6,276.1041399804526,2020-01-02 13:01:42,2020-01-02 13:06:18.104140
14,2,1,126.09708836082923,2020-01-02 13:04:13.557867,2020-01-02 13:06:19.654955
38,10,0,1155.577134816799,2020-01-02 13:06:28.700723,2020-01-02 13:25:44.277858
14,2,1,891.282477065687,2020-01-02 13:07:55.115734,2020-01-02 13:22:46.398211
13,1,2,615.1536943278635,2020-01-02 13:10:45.104114,2020-01-02 13:21:00.257808
18,3,6,863.9869581135702,2020-01-02 13:11:36.683680,2020-01-02 13:26:00.670638
14,2,1,1509.6440908609375,2020-01-02 13:11:58.673601,2020-01-02 13:37:08.317692
38,10,0,140.7681016558226,2020-01-02 13:13:05.401446,2020-01-02 13:15:26.169548
13,1,2,471.49357970473534,2020-01-02 13:21:02.208228,2020-01-02 13:28:53.701808
46,20,8,722.9230103899994,2020-01-02 13:22:25.969643,2020-01-02 13:34:28.892653
17,3,5,751.0787086841689,2020-01-02 13:22:53.241091,2020-01-02 13:35:24.319800
18,3,6,148.46136173799346,2020-01-02 13:23:08.367360,2020-01-02 13:25:36.828722
15,2,8,195.44091665282036,2020-01-02 13:23:19.134612,2020-01-02 13:26:34.575529
41,20,0,168.59450648568298,2020-01-02 13:26:53.434916,2020-01-02 13:29:42.029422
0,1,1,234.74135135678242,2020-01-02 13:27:17.577254,2020-01-02 13:31:12.318605
8,1,2,116.67455042687735,2020-01-02 14:00:09,2020-01-02 14:02:05.674550
16,3,8,77.72139007493614,2020-01-02 14:00:14,2020-01-02 14:01:31.721390
6,1,0,170.3557943907156,2020-01-02 14:00:18,2020-01-02 14:03:08.355794
5,1,8,62.84053767106914,2020-01-02 14:00:35,2020-01-02 14:01:37.840538
37,10,1,182.0354275219302,2020-01-02 14:00:39,2020-01-02 14:03:41.035428
4,1,4,200.93863250065039,2020-01-02 14:00:46,2020-01-02 14:04:06.938633
45,20,0,370.2631486704899,2020-01-02 14:00:54,2020-01-02 14:07:04.263149
30,6,4,321.1862467697237,2020-01-02 14:01:01,2020-01-02 14:06:22.186247
39,10,0,367.83247444862917,2020-01-02 14:01:18,2020-01-02 14:07:25.832474
51,33,0,200.21993842400926,2020-01-02 14:01:22,2020-01-02 14:04:42.219938
0,1,1,747.7674912394559,2020-01-02 14:01:26,2020-01-02 14:13:53.767491
19,3,8,170.7495486756825,2020-01-02 14:01:28,2020-01-02 14:04:18.749549
1,1,2,613.9167554976608,2020-01-02 14:01:54,2020-01-02 14:12:07.916755
37,10,8,897.5848071984301,2020-01-02 14:09:57.525039,2020-01-02 14:24:55.109846
4,1,4,464.17675618207994,2020-01-02 14:10:15.974219,2020-01-02 14:18:00.150975
30,6,8,324.26487675561214,2020-01-02 14:15:07.317772,2020-01-02 14:20:31.582649
45,20,0,496.7188322876656,2020-01-02 14:15:33.256584,2020-01-02 14:23:49.975416
4,1,2,1251.9619555153297,2020-01-02 14:18:42.948438,2020-01-02 14:39:34.910394
37,10,1,775.8046486982289,2020-01-02 14:19:42.050078,2020-01-02 14:32:37.854727
1,1,1,601.4972617368503,2020-01-02 14:21:05.292991,2020-01-02 14:31:06.790253
0,1,1,327.12383850788734,2020-01-02 14:22:52.554335,2020-01-02 14:28:19.678174
39,10,4,222.6905851401137,2020-01-02 14:25:16.738470,2020-01-02 14:28:59.429055
51,33,0,361.1952932057253,2020-01-02 14:26:21.292384,2020-01-02 14:32:22.487677
30,6,8,466.5955609438011,2020-01-02 14:27:52.635544,2020-01-02 14:35:39.231105
5,1,8,390.59125262162365,2020-01-02 14:28:11.284105,2020-01-02 14:34:41.875358
19,3,8,194.88128908610088,2020-01-02 14:28:15.184581,2020-01-02 14:31:30.065870
6,1,2,237.66023243735705,2020-01-02 14:28:46.991987,2020-01-02 14:32:44.652219
8,1,2,92.76466204502428,2020-01-02 14:28:50.280394,2020-01-02 14:30:23.045056
16,3,5,75.5839058444935,2020-01-02 14:29:20.347352,2020-01-02 14:30:35.931258
45,20,1,134.24826653254985,2020-01-02 14:29:42.513168,2020-01-02 14:31:56.761435
11,1,2,117.28479344286026,2020-01-02 15:00:05,2020-01-02 15:02:02.284793
7,1,1,72.81822676438254,2020-01-02 15:00:06,2020-01-02 15:01:18.818227
13,1,2,1713.240457922406,2020-01-02 15:00:15,2020-01-02 15:28:48.240458
46,20,8,489.3129956034963,2020-01-02 15:00:35,2020-01-02 15:08:44.312996
12,1,1,602.4464194175839,2020-01-02 15:00:36,2020-01-02 15:10:38.446419
50,30,8,195.06801272304133,2020-01-02 15:00:51,2020-01-02 15:04:06.068013
6,1,2,119.774812494985,2020-01-02 15:00:54,2020-01-02 15:02:53.774812
16,3,5,665.1651242988672,2020-01-02 15:00:57,2020-01-02 15:12:02.165124
4,1,2,197.35651495875328,2020-01-02 15:01:12,2020-01-02 15:04:29.356515
33,7,6,86.67132959591397,2020-01-02 15:01:12,2020-01-02 15:02:38.671330
3,1,8,323.7725546538823,2020-01-02 15:01:13,2020-01-02 15:06:36.772555
22,5,1,1603.6438929165345,2020-01-02 15:01:14,2020-01-02 15:27:57.643893
14,2,1,196.6102901763227,2020-01-02 15:01:25,2020-01-02 15:04:41.610290
37,10,8,892.9071325693241,2020-01-02 15:01:26,2020-01-02 15:16:18.907133
46,20,8,642.2638205251294,2020-01-02 15:07:54.241737,2020-01-02 15:18:36.505558
13,1,2,840.0011102096507,2020-01-02 15:09:12.379216,2020-01-02 15:23:12.380326
46,20,8,137.94541843675526,2020-01-02 15:15:00.483474,2020-01-02 15:17:18.428892
12,1,5,198.56882337884528,2020-01-02 15:15:40.052894,2020-01-02 15:18:58.621717
22,5,5,115.17991619793645,2020-01-02 15:16:00.588095,2020-01-02 15:17:55.768011
37,10,1,885.2264511661095,2020-01-02 15:16:27.933208,2020-01-02 15:31:13.159659
33,7,6,106.50159257550055,2020-01-02 15:19:07.288351,2020-01-02 15:20:53.789944
46,20,8,533.510818934143,2020-01-02 15:23:01.725211,2020-01-02 15:31:55.236030
14,2,1,607.7366104301814,2020-01-02 15:24:37.826550,2020-01-02 15:34:45.563160
16,3,8,77.46933678280324,2020-01-02 15:25:41.682769,2020-01-02 15:26:59.152106
50,30,4,203.3271495549256,2020-01-02 15:27:04.802419,2020-01-02 15:30:28.129569
3,1,8,115.89295946423192,2020-01-02 15:27:08.167243,2020-01-02 15:29:04.060202
4,1,2,74.32301801731016,2020-01-02 15:28:04.160234,2020-01-02 15:29:18.483252
7,1,1,168.95558957501026,2020-01-02 15:28:48.113092,2020-01-02 15:31:37.068682
11,1,3,72.36003817344437,2020-01-02 15:29:22.177584,2020-01-02 15:30:34.537622
6,1,0,95.0877974342963,2020-01-02 15:30:32.568695,2020-01-02 15:32:07.656492
12,1,7,92.8260760290809,2020-01-02 15:30:42.105788,2020-01-02 15:32:14.931864
33,7,6,69.96202472696498,2020-01-02 15:38:52.576702,2020-01-02 15:40:02.538727
39,10,0,229.70220680693828,2020-01-02 16:00:02,2020-01-02 16:03:51.702207
2,1,1,197.64175102199752,2020-01-02 16:00:02,2020-01-02 16:03:19.641751
4,1,4,383.34142458438305,2020-01-02 16:00:17,2020-01-02 16:06:40.341425
13,1,2,92.57104168223485,2020-01-02 16:00:26,2020-01-02 16:01:58.571042
6,1,2,465.8420326339815,2020-01-02 16:00:27,2020-01-02 16:08:12.842033
37,10,8,1316.703621644017,2020-01-02 16:00:29,2020-01-02 16:22:25.703622
22,5,6,619.4228424433041,2020-01-02 16:00:39,2020-01-02 16:10:58.422842
38,10,0,357.78785850479005,2020-01-02 16:01:01,2020-01-02 16:06:58.787859
0,1,8,94.88383132143474,2020-01-02 16:01:03,2020-01-02 16:02:37.883831
11,1,3,119.99674890682034,2020-01-02 16:01:18,2020-01-02 16:03:17.996749
8,1,2,166.39229767205546,2020-01-02 16:02:27,2020-01-02 16:05:13.392298
6,1,0,118.27639969250038,2020-01-02 16:07:54.073722,2020-01-02 16:09:52.350122
4,1,2,767.6017117052806,2020-01-02 16:08:09.678740,2020-01-02 16:20:57.280452
37,10,8,441.84954695219955,2020-01-02 16:09:56.775955,2020-01-02 16:17:18.625502
39,10,0,921.3770280254535,2020-01-02 16:13:26.133024,2020-01-02 16:28:47.510052
6,1,2,521.3214135834718,2020-01-02 16:15:17.147444,2020-01-02 16:23:58.468858
2,1,5,466.4928448054809,2020-01-02 16:15:43.498515,2020-01-02 16:23:29.991360
38,10,0,182.13390487148934,2020-01-02 16:16:10.002258,2020-01-02 16:19:12.136163
4,1,2,324.810800681114,2020-01-02 16:16:19.357480,2020-01-02 16:21:44.168281
13,1,2,96.64329119288062,2020-01-02 16:16:30.633565,2020-01-02 16:18:07.276856
22,5,6,814.8930084339166,2020-01-02 16:18:07.842075,2020-01-02 16:31:42.735083
37,10,1,141.11896603085253,2020-01-02 16:19:29.551910,2020-01-02 16:21:50.670876
6,1,2,706.2652655528696,2020-01-02 16:22:55.221166,2020-01-02 16:34:41.486432
0,1,6,841.8396323523408,2020-01-02 16:23:42.638268,2020-01-02 16:37:44.477900
4,1,4,233.5311049456519,2020-01-02 16:24:22.036220,2020-01-02 16:28:15.567325
39,10,4,189.52169235500665,2020-01-02 16:25:34.266048,2020-01-02 16:28:43.787740
8,1,2,73.10607038709196,2020-01-02 16:29:15.250816,2020-01-02 16:30:28.356886
11,1,2,62.70713745375128,2020-01-02 16:29:23.648057,2020-01-02 16:30:26.355194
2,1,5,201.36985845908552,2020-01-02 16:30:46.997030,2020-01-02 16:34:08.366888
38,10,0,360.0714620204836,2020-01-02 16:31:29.004516,2020-01-02 16:37:29.075978
13,1,2,564.8849722365144,2020-01-02 16:33:09.267130,2020-01-02 16:42:34.152102
9,1,5,934.2147713796408,2020-01-02 17:00:20,2020-01-02 17:15:54.214771
7,1,1,386.89825799433606,2020-01-02 17:00:31,2020-01-02 17:06:57.898258
6,1,0,235.6993127906753,2020-01-02 17:00:38,2020-01-02 17:04:33.699313
37,10,1,97.26775591851742,2020-01-02 17:00:38,2020-01-02 17:02:15.267756
13,1,2,705.4099225021629,2020-01-02 17:00:47,2020-01-02 17:12:32.409923
33,7,6,586.3003623817559,2020-01-02 17:00:50,2020-01-02 17:10:36.300362
39,10,4,105.53081301952396,2020-01-02 17:00:55,2020-01-02 17:02:40.530813
16,3,8,224.0790692460481,2020-01-02 17:01:00,2020-01-02 17:04:44.079069
8,1,2,590.4222973358559,2020-01-02 17:01:04,2020-01-02 17:10:54.422297
26,6,8,451.1671350250436,2020-01-02 17:01:04,2020-01-02 17:08:35.167135
20,4,5,191.86478782509548,2020-01-02 17:01:08,2020-01-02 17:04:19.864788
3,1,6,168.85289812746467,2020-01-02 17:01:13,2020-01-02 17:04:01.852898
0,1,6,142.77836603742088,2020-01-02 17:02:11,2020-01-02 17:04:33.778366
37,10,8,572.221343713931,2020-01-02 17:09:05.205566,2020-01-02 17:18:37.426910
7,1,1,326.2940387877173,2020-01-02 17:09:29.463875,2020-01-02 17:14:55.757914
33,7,1,170.38987452254912,2020-01-02 17:13:55.560776,2020-01-02 17:16:45.950651
3,1,6,464.0315315249947,2020-01-02 17:14:31.175704,2020-01-02 17:22:15.207236
8,1,2,895.3445503917604,2020-01-02 17:17:56.116576,2020-01-02 17:32:51.461126
7,1,1,170.12190849551902,2020-01-02 17:18:02.927750,2020-01-02 17:20:53.049658
